:	227 378 229 383 
08-May-2023	246 376 347 387 
Fulfiller	526 376 581 385 
Code	587 376 624 385 
:	705 378 708 384 
SH44009	717 376 786 385 
Date	91 393 125 401 
of	132 392 146 401 
Inception	151 393 222 404 
:	226 394 229 401 
15-May-2023	246 393 345 404 
of	91 406 105 414 
first	110 406 140 414 
policy	146 406 188 416 
Policy	91 421 133 432 
Category	140 421 208 432 
:	226 422 229 428 
New	246 422 277 430 
Intermediary	526 422 656 437 
:	704 425 708 434 
LC0000000371	716 422 863 434 
Collection	91 438 163 447 
No	170 438 189 446 
:	226 439 229 445 
121312/RV/2024/0059531400	250 437 477 448 
Code	526 440 579 452 
Collection	91 459 163 468 
Date	170 459 204 468 
:	226 460 229 466 
15-May-2023	246 459 346 469 
Name	526 476 584 488 
:	704 479 708 487 
M/S.TURTLEMINT	716 476 898 488 
Premium	91 490 142 496 
Rs.	246 489 263 497 
23,400/-	269 490 320 498 
INSURANCE	714 494 843 507 
BROKING	850 494 951 506 
SERVICES	714 512 823 524 
PRIVATE	830 512 924 524 
LIMITED	714 530 799 542 
IGST	91 546 120 553 
@	125 546 135 554 
18%	140 546 166 553 
Rs.	245 546 263 553 
4,212/-	267 546 312 555 
Phone	526 549 591 561 
No	598 549 626 561 
18002660101/99377753	711 549 947 561 
34	711 567 734 579 
E-mail	526 586 589 598 
Id	597 586 615 598 
:	705 589 708 597 
statement.invictus@tu	716 586 944 600 
rtlemint.com	713 603 843 615 
Total	90 639 119 646 
Premium	124 639 176 646 
:	226 640 229 645 
Rs.	245 639 263 646 
27,612/-	269 639 319 647 
Stamp	91 653 128 662 
Duty	134 653 161 662 
:	226 653 229 659 
Re.	245 653 263 661 
1/-	269 653 286 661 
Total	90 670 132 678 
Premium	139 670 214 678 
In	220 670 238 678 
Words	244 669 299 678 
:	305 670 309 677 
Rupees	315 670 375 680 
Twenty	381 670 443 680 
Seven	449 670 499 678 
thousand	505 669 584 678 
six	590 670 613 678 
hundred	619 669 689 678 
twelve	314 683 370 692 
only	376 682 412 693 
PERIOD	91 698 149 705 
OF	155 698 174 705 
INSURANCE	179 698 269 705 
:	293 699 296 706 
From	303 698 341 705 
:	350 700 353 706 
15-May-2023	365 698 453 707 
14:42	469 698 506 706 
To	574 698 592 705 
:	596 699 600 705 
Midnight	607 698 664 708 
Of	668 698 684 705 
14-May-2024	690 697 779 707 
Policy	808 697 852 707 
Term	857 698 895 705 
:1	901 698 913 706 
Year	919 698 949 705 
Details	81 724 139 733 
of	145 724 161 733 
Insured	166 724 232 733 
Persons:	239 725 310 733 
Sum	728 746 757 753 
SI	91 751 103 758 
Age	449 752 474 760 
in	479 751 490 758 
Relationship	514 751 595 760 
ID	630 751 645 758 
Card	651 751 681 758 
No	800 751 817 758 
Claim	822 751 857 758 
Name	122 756 158 763 
of	163 756 177 764 
the	180 756 202 763 
Insured	206 756 257 763 
Gender	279 756 327 763 
Date	351 756 381 763 
of	385 756 399 763 
Birth	403 756 434 763 
Insured	717 756 768 763 
Inception	882 751 945 759 
No	89 762 106 768 
Yrs	459 761 480 768 
with	508 761 536 768 
Proposer	541 761 600 770 
No	647 761 664 768 
Bonus	809 761 849 768 
Date	900 761 929 768 
Rs.	733 767 753 773 
S	117 780 125 787 
THANDAPANI	133 780 212 787 
KUMAR	217 781 259 787 
PI00036006	619 780 691 787 
1	94 786 100 793 
Male	290 785 316 792 
15-May-1968	354 785 432 794 
55	463 786 477 793 
Self	543 785 566 792 
5,00,000	731 785 784 794 
0	859 785 866 792 
15-May-2023	876 785 953 794 
13	649 791 662 798 
Pre	85 806 106 812 
Existing	111 805 162 814 
Disease	166 805 218 813 
:	223 807 226 812 
No	261 806 276 812 
PED	280 805 302 812 
Declared	308 805 359 812 
Entered	31 835 75 842 
by	80 835 94 843 
:	114 837 118 842 
STAR_PORTAL	128 835 212 842 
For	649 835 668 842 
Star	673 835 697 842 
Health	702 835 739 842 
and	743 835 765 842 
Allied	768 835 800 842 
Insurance	806 835 864 842 
Company	868 835 923 843 
Ltd.	928 835 949 842 
Approved	30 847 85 855 
by	90 847 103 855 
:	114 848 118 854 
SH18759	128 847 181 854 
IRDA	30 862 64 869 
Regn.No.129	69 862 153 871 
M.Mor	745 852 822 878 
Corporate	30 879 96 888 
Identity	100 879 152 888 
Number	157 879 209 886 
L66010TN2005PLC056649	213 879 387 886 
Authorised	704 886 768 894 
Signatory	772 886 828 895 
Page	890 886 918 894 
2	923 886 930 893 
of	935 886 946 893 
7	950 886 956 893 
Email	31 896 66 903 
ID:	70 896 90 903 
info@starhealth.in	96 896 215 903 
Regd.&Corporate	50 913 151 922 
Office:1,New	157 913 231 921 
Tank Street,Valluvar Kottam High Road,Nungambakkam,Chennai- 600034,Phone	236 913 721 922 
-	626 916 631 918 
:	727 915 729 920 
044-28302700	737 913 826 920 
/	830 913 836 921 
28288800	840 913 899 920 
Toll	903 913 923 920 
Free	75 923 100 930 
Fax	105 923 125 930 
No:	129 923 149 930 
1800-425-5522	155 923 247 930 
Toll	252 923 272 930 
Free	277 923 302 930 
No:	307 923 326 930 
1800-425-2255	329 923 420 931 
/	425 923 430 931 
1800-102-4477,CIN	435 923 554 931 
:	558 925 561 930 
L66010TN2005PLC056649	566 923 724 931 
Email	728 923 759 930 
:support@starhealth.in	766 923 900 932 
Website	344 934 391 941 
www.starhealth.in	397 934 506 941 
IRDAI	512 934 547 941 
Regn.no:	551 934 603 942 
129	610 934 631 941 

Star	241 27 293 42 
Health	300 27 381 43 
And	388 27 441 42 
Allied	448 27 521 42 
Insurance	530 27 656 43 
Company	664 27 786 46 
Limited	795 27 889 43 
STAR	118 41 192 56 
Health	202 50 227 55 
Personal	127 57 158 62 
&	160 57 166 62 
Caring	169 57 192 62 
Insurance	202 57 240 62 
The	97 66 111 71 
Health	113 66 140 71 
Insurance	141 66 181 71 
Specialist	184 65 225 71 
Hospitalisation	379 164 505 177 
Benefit	511 164 572 174 
Policy	577 164 627 176 
Premium	113 179 180 189 
Certificate	185 179 263 189 
for	267 180 290 188 
the	293 180 318 188 
purpose	324 181 385 191 
of	389 180 405 188 
deduction	408 179 483 189 
under	488 180 532 188 
Section	536 179 592 188 
80	597 180 616 188 
D	621 180 632 188 
of	636 180 652 188 
Income	655 179 713 189 
Tax	717 180 745 188 
(Amendment)	750 179 854 190 
Act,	860 180 888 189 
1986	891 180 927 188 
Policy	99 226 149 238 
No	155 226 177 235 
:	213 229 217 235 
11240288480500	226 225 361 236 
Type	552 226 593 238 
of	599 226 616 235 
Policy	621 226 671 238 
:	682 228 686 235 
Star	694 226 726 235 
Cardiac	731 226 788 236 
Care	793 226 828 236 
Insurance	833 226 909 236 
Policy-Platinum	694 238 810 251 
Issue	99 251 146 260 
Office	151 251 200 260 
:	213 253 217 260 
121312-Branch	228 251 343 261 
Office	350 251 393 261 
-	398 255 404 258 
Tallakulam	410 251 492 261 
Address	100 275 169 286 
:	215 279 218 285 
No:13,	232 276 283 287 
3rd	290 276 315 285 
Floor,	320 276 362 287 
Second	368 275 423 285 
Street	429 276 476 285 
Kamaraj	227 289 290 301 
Nagar,	296 289 346 301 
(OCPM	353 289 403 301 
Road)	409 289 453 301 
Chokkikulam	227 301 325 312 
Madurai	227 314 286 324 
City	292 315 322 326 
Tamil	327 315 368 324 
Nadu	374 315 413 324 
625002	419 314 475 324 
Tel	99 340 123 350 
/	129 340 138 351 
Fax	145 340 175 349 
:	213 342 217 349 
04524255534/4255537	227 339 407 351 
Email	101 365 146 375 
:	215 367 218 374 
madurai.tallakulam@starhealth.in	230 363 482 377 
This	100 387 132 397 
is	138 388 149 397 
to	156 388 171 397 
certify	178 387 226 399 
that	232 387 264 396 
S	270 387 279 396 
THANDAPANI	291 387 394 397 
KUMAR	402 387 457 397 
has	463 387 489 397 
paid	496 387 528 398 
Rs	535 388 553 397 
27,612/-	560 386 627 398 
(Total	633 387 679 399 
Premium	685 387 754 397 
:	761 389 765 396 
Indian	773 387 821 397 
Rupees	828 387 884 399 
Twenty	889 387 946 399 
Seven	100 401 148 410 
thousand	155 400 228 410 
six	235 401 257 410 
hundred	264 400 328 411 
twelve	335 401 387 410 
only	394 401 426 412 
)	434 401 439 412 
towards	446 401 509 410 
Premium	517 401 586 410 
for	592 401 615 410 
Hospitalization	622 400 737 413 
Insurance	743 400 822 410 
vide	829 401 861 410 
Policy	869 400 914 412 
No:	921 401 947 410 
11240288480500	101 413 240 424 
for	246 413 269 423 
the	275 413 301 423 
Period	307 413 356 423 
15-May-2023	364 413 469 425 
To	475 413 494 422 
14-May-2024	502 413 606 425 
issued	613 413 662 423 
on	670 416 689 423 
15-May-2023.	697 413 806 426 
Payment	103 437 176 451 
received	182 438 252 448 
by	259 438 278 450 
CC	285 438 309 448 
vide	314 438 349 448 
Receipt	356 438 417 451 
No:	423 438 451 448 
121312/CN/2024/0059531221	459 437 693 451 
Receipt	700 439 756 450 
Date:	761 439 801 448 
15-May-2023	809 438 910 450 
Note	101 485 140 494 
:-This	146 484 192 495 
Certificate	200 484 280 495 
must	287 485 326 494 
be	332 485 351 494 
surrendered	356 484 451 495 
to	458 485 474 494 
the	480 485 506 494 
Insurance	512 485 590 495 
Company	596 485 670 496 
for	676 485 699 494 
issuance	705 485 771 495 
of	778 485 794 494 
fresh	799 485 838 495 
Certificate	845 484 926 495 
in	932 485 945 494 
case	162 500 195 507 
of	202 498 218 507 
Cancellation	224 498 319 508 
of	325 498 341 507 
the	347 498 372 507 
Policy	379 498 423 510 
or	430 500 447 507 
any	453 500 480 510 
alteration	486 498 561 508 
in	569 499 582 507 
the	589 498 615 507 
Insurance	621 498 699 508 
affecting	705 498 773 510 
the	780 498 805 507 
Premium.	811 498 885 508 
Date	100 538 139 548 
:	159 542 163 549 
15-May-2023	171 539 272 552 
For	625 540 652 549 
and	657 540 688 549 
on	694 542 714 549 
behalf	721 539 774 549 
of	778 540 796 549 
Place	99 563 144 573 
:	159 566 163 572 
Branch	170 563 222 573 
Office	228 563 273 572 
-	277 568 283 570 
Tallakulam	289 563 370 573 
Star	538 563 573 572 
Health	578 562 633 572 
and	639 562 670 572 
Allied	675 562 722 572 
Insurance	728 562 814 572 
Company	820 562 898 574 
Ltd.	904 562 935 572 
IRDA	100 593 149 604 
Regn.No.129	161 593 275 607 
R.Mor	748 592 820 613 
Corporate	100 624 194 637 
Identity	200 624 276 637 
Number	283 624 357 635 
L66010TN2005PLC056649	365 622 613 636 
Authorised	719 628 812 638 
Signatory	818 628 900 640 
Email	102 655 152 666 
ID:	158 655 187 665 
info@starhealth.in	194 654 367 667 
For	650 835 668 842 
Star	673 835 698 842 
Health	702 835 739 842 
and	743 835 765 842 
Allied	769 835 802 842 
Insurance	806 835 864 843 
Company	869 835 924 844 
Ltd.	928 835 950 842 
Entered	30 835 75 843 
by	80 835 94 844 
:	115 836 119 842 
STAR_PORTAL	128 834 213 844 
Approved	30 846 86 856 
by	91 847 104 855 
:	115 848 119 854 
SH18759	128 846 182 855 
R.Mer	747 853 821 877 
Authorised	704 885 769 894 
Signatory	773 886 829 896 
Page	891 886 918 895 
4	923 886 930 893 
of	935 886 947 893 
7	950 886 957 894 
Regd.&Corporate	51 913 152 922 
Office:	156 913 193 921 
1,	196 913 204 920 
New	206 913 232 921 
Tank	236 913 266 920 
Street,	269 913 309 922 
Valluvar	309 913 359 921 
Kottam	362 913 405 920 
High	410 913 436 922 
Road,Nungambakkam,Chennai	445 912 623 923 
-	627 916 632 918 
600034,Phor	637 913 710 922 
:	727 914 730 920 
044-28302700	735 912 827 921 
/	829 913 837 921 
28288800	840 913 900 921 
Toll	904 913 925 920 
Free	75 923 100 931 
Fax	105 923 126 931 
No:	129 923 149 931 
1800-425-5522	156 923 248 931 
Toll	252 923 272 931 
Free	277 923 302 931 
No:	307 923 326 930 
1800-425-2255	329 923 420 931 
/	424 923 430 931 
1800-102-4477,CIN	434 922 554 932 
:	558 925 561 930 
L66010TN2005PLC056649	568 923 724 932 
Email	728 923 760 931 
:support@starhealth.in	766 922 901 932 
Website	343 933 391 941 
www.starhealth.in	398 933 505 942 
IRDAI	512 933 547 941 
Regn.	552 934 584 943 
no:	587 935 604 941 
129	610 933 632 941 

Star	240 27 293 42 
Health	301 27 381 42 
And	388 27 440 42 
Allied	448 27 520 42 
Insurance	530 27 655 42 
Company	664 27 786 46 
Limited	795 27 889 42 
STAR	117 41 194 56 
Health	203 50 228 55 
Personal	126 57 158 62 
Caring	169 57 192 62 
Insurance	203 57 240 62 
The	97 66 111 71 
Health	114 65 140 70 
Insurance	141 66 181 71 
Specialist	185 66 226 71 
STAR	80 71 165 92 
Star	434 115 469 124 
Health	475 115 529 124 
and	535 115 566 124 
Allied	570 115 618 124 
Insurance	624 115 710 124 
STAR	238 125 292 134 
Health	298 130 316 134 
Company	499 127 578 139 
Limited	582 127 645 137 
Insurance	299 136 324 139 
Customer	419 142 500 151 
Identity	505 141 574 153 
Card	579 142 617 151 
Policy	217 161 267 172 
No	273 161 295 170 
:	301 163 306 169 
11240288480500	312 160 446 171 
Name	298 188 341 196 
DOB	468 188 500 196 
Gender	570 187 625 196 
Customer	691 187 763 196 
id	768 187 781 195 
S	218 203 227 211 
THANDAPANI	237 203 327 211 
KUMAR	332 203 381 211 
15-May-1968	439 209 529 219 
Male	583 209 612 217 
PI0003600613	687 208 784 218 
Valid	215 251 252 260 
From	258 252 295 260 
:	301 254 306 259 
15-May-2023	312 251 401 262 
Agent/Broker/TE	481 251 598 262 
Code	602 252 635 259 
:	638 254 642 259 
LC0000000371	647 252 736 260 
Office	215 275 259 284 
Code	264 275 301 284 
:	306 277 310 283 
121312	316 275 367 284 
TA/SSM/SM	481 275 562 284 
Code	567 276 599 283 
:	604 277 607 283 
SH44009	612 275 666 283 
IRDAI	208 308 254 316 
Regn.No:129	263 307 355 318 
Emergency	203 371 287 381 
Help	291 371 325 381 
Line	330 371 361 379 
No.1800	366 371 430 380 
425	434 371 463 379 
2255/1800	468 370 554 381 
102	559 371 587 379 
4477	591 371 630 379 
e-mail	201 394 244 402 
:	250 396 253 401 
support@starhealth.in	260 392 409 404 
Website	419 393 472 402 
:	478 395 482 401 
www.starhealth.in	488 393 611 403 
Please	202 413 250 422 
quote	255 413 298 423 
the	302 413 327 422 
Customer	332 413 405 422 
Id	409 413 425 422 
No.	431 413 455 421 
for	460 413 483 422 
assistance	486 413 566 422 
This	216 432 244 440 
Card	249 432 279 441 
is	286 433 295 440 
valid	301 432 332 440 
until	337 433 366 441 
otherwise	371 432 436 441 
Cancelled.	442 432 509 441 
This	216 446 244 454 
ID	249 446 264 454 
Card	270 445 301 454 
is	306 446 316 454 
invalid,	321 445 368 455 
if	370 445 379 454 
the	383 445 405 454 
insurance	410 445 474 454 
cover	479 447 516 454 
is	521 446 531 454 
not	537 446 558 454 
in	563 446 574 454 
force.	580 445 617 454 
Immediate	216 457 289 466 
Intimation	294 457 363 466 
to	368 458 382 466 
'Star'	387 457 422 466 
through	427 457 480 468 
above	485 457 526 466 
Tel	530 458 550 466 
Nos.	556 458 584 466 
is	590 458 600 466 
a	606 460 613 466 
must	618 458 652 466 
in	662 458 673 466 
case	678 459 708 466 
of	713 457 727 466 
Hospitalisation.	217 469 318 479 
At	201 499 215 506 
the	220 499 241 507 
time	247 499 277 507 
of	282 498 296 507 
hospitalisation,	299 498 400 509 
kindly	402 498 442 509 
submit	446 498 492 507 
any	497 500 521 508 
Government	527 498 619 507 
approved	624 498 694 509 
photo	699 498 742 509 
ID	747 499 765 506 
Card.	202 510 240 518 
Corporate	202 545 276 555 
Identity	281 545 342 555 
Number	347 545 408 553 
:	412 547 416 553 
L66010TN2005PLC056649	421 544 619 554 
*This	82 604 112 611 
is	116 605 125 611 
a	129 606 136 611 
temporary	140 605 202 613 
ID	206 605 220 611 
card	224 605 249 612 
issued	254 604 291 612 
along	296 604 327 613 
with	332 604 357 611 
the	361 605 379 612 
policy.	384 605 421 614 
Original	426 604 472 614 
ID	476 605 489 611 
card	494 604 519 611 
will	524 605 543 612 
be	547 605 561 612 
dispatched	566 604 629 614 
shortly.	634 604 678 614 
For	650 835 668 842 
Star	673 835 698 842 
Health	702 835 739 842 
and	743 835 765 842 
Allied	769 835 802 842 
Insurance	806 835 864 843 
Company	869 835 924 844 
Ltd.	929 835 950 842 
Entered	30 835 75 842 
by	80 835 94 844 
:	115 836 119 842 
STAR_PORTAL	128 834 214 843 
Approved	30 847 86 856 
by	91 847 105 856 
:	115 848 119 854 
SH18759	128 847 181 855 
Authorised	704 886 768 894 
Signatory	773 886 829 895 
Page	891 886 918 895 
5	924 886 930 893 
of	935 886 946 893 
7	950 886 957 893 
Regd.&Corporate	51 912 151 923 
Office:	156 913 195 920 
1,	197 913 206 921 
New	208 913 232 920 
Tank	236 913 265 920 
Street,Valluvar	272 912 358 922 
Kottam	362 913 404 920 
High	410 913 436 922 
Road,Nungambakkam,	440 912 574 923 
Chennai	575 913 623 921 
-	627 916 632 918 
600034,	636 913 685 921 
Phone	685 913 722 920 
:	727 915 730 919 
044-28302700	733 912 826 920 
/	829 913 836 921 
28288800	840 913 900 920 
Toll	904 913 924 920 
Free	75 923 100 931 
Fax	105 923 126 930 
No:	130 923 149 930 
1800-425-5522	155 923 247 931 
Toll	252 923 272 930 
Free	278 923 303 931 
No:	307 923 327 931 
1800-425-2255	330 923 421 931 
/	424 923 431 932 
1800-102-4477,CIN	435 923 558 932 
:	558 925 561 930 
L66010TN2005PLC056649	567 922 724 932 
Email	728 923 760 931 
:support@starhealth.in	765 923 901 933 
Website	344 933 391 941 
:www.starhealth.i	395 933 501 942 
IRDAI	512 934 547 941 
Regn.no:	552 934 604 943 
129	610 933 632 941 

Star	240 27 292 42 
Health	301 26 381 43 
And	388 26 440 42 
Allied	448 26 521 43 
Insurance	530 27 655 44 
Company	664 26 786 47 
Limited	795 26 888 43 
STAR	117 40 194 57 
Health	203 50 228 55 
Personal	126 57 159 62 
&	160 57 166 62 
Caring	169 57 193 63 
Insurance	202 56 240 62 
The	97 66 112 71 
Health	113 66 140 71 
Insurance	142 65 181 71 
Specialist	186 65 226 71 
Attached	71 89 164 103 
to	171 91 192 101 
and	198 90 236 102 
forming	242 89 324 104 
part	332 90 374 104 
of	381 90 402 102 
Policy	408 89 469 104 
No:	476 90 510 102 
11240288480500	523 88 708 104 
Nominee	81 124 164 137 
Details:	170 124 240 136 
Nominee	160 146 235 157 
Details	240 146 299 156 
for	304 147 328 156 
the	333 147 361 156 
Proposer	367 146 443 159 
Appointee	667 145 754 159 
Details	760 146 818 157 
Name	177 162 225 173 
Relationship	284 162 390 176 
Age	404 163 436 174 
%	444 163 463 172 
of	468 163 486 172 
the	490 162 518 172 
Appointee	550 162 636 175 
Name	642 163 691 173 
Appointee	728 162 814 175 
Relationship	842 161 947 175 
S.No	86 163 125 173 
claim	459 176 503 186 
Age	755 176 788 187 
with	835 176 872 186 
nominee	879 175 952 186 
with	277 176 315 186 
proposer	320 177 396 189 
1	100 212 108 221 
S.Vimala	166 211 233 221 
Sister	314 211 358 221 
63	411 212 429 221 
100	467 212 494 221 
Sector	80 236 141 247 
Classification:	146 234 278 248 
Urban	89 255 134 265 
"CONSOLIDATED	87 293 215 305 
STAMP	220 294 272 304 
DUTY	278 295 318 304 
PAID	323 295 361 303 
VIDE	366 295 404 304 
.(RT)	436 294 473 305 
NO.402	480 294 535 304 
DATED.:	541 294 599 304 
15TH	595 295 635 304 
SEP	641 295 669 303 
2022"	674 294 721 304 
check	136 317 180 327 
whether	185 317 248 327 
the	254 318 279 327 
details	285 317 335 327 
given	342 318 382 330 
by	390 318 408 329 
you	413 320 440 329 
about	448 317 491 327 
the	497 318 521 327 
insured	529 317 585 328 
person(s)	592 317 664 330 
in	672 318 685 327 
the	691 318 716 327 
proposal	723 317 788 330 
form	794 317 829 327 
are	836 319 861 327 
incorporated	868 316 964 330 
the	877 330 901 340 
date	909 330 943 340 
of	950 330 966 339 
Please	81 317 129 327 
in	155 331 169 340 
the	176 330 201 340 
policy	209 330 253 342 
schedule.	260 330 333 341 
If	341 330 354 340 
you	359 332 387 342 
find	394 330 423 340 
any	431 332 459 342 
discrepancy,	465 330 563 343 
please	572 330 621 342 
inform	629 330 678 341 
us	686 333 703 340 
within	710 330 757 340 
15	765 330 783 340 
days	791 330 826 342 
from	833 330 869 340 
are	874 345 898 353 
deemed	904 342 964 353 
correctly	81 330 149 342 
receipt	81 343 132 355 
of	137 343 152 352 
the	157 343 181 353 
policy,	188 343 235 355 
failing	241 343 287 355 
which	293 343 336 353 
the	341 343 366 353 
details	371 343 420 353 
relating	426 343 483 356 
to	489 344 505 353 
the	509 343 534 353 
insured	540 343 595 354 
person	601 344 652 355 
given	658 343 698 355 
in	705 343 717 352 
the	723 343 747 353 
policy	754 343 797 355 
schedule	802 342 868 353 
Warranted	80 370 160 382 
that	166 371 197 381 
in	202 372 215 380 
case	221 373 255 381 
of	260 371 275 381 
dishonor	280 370 346 381 
of	351 371 366 381 
premium	371 370 439 383 
cheque(s),	445 370 525 383 
the	531 371 556 381 
Company	561 371 633 383 
shall	638 371 672 381 
not	679 372 704 381 
be	709 371 727 381 
liable	733 371 773 381 
under	779 371 822 381 
the	827 371 852 381 
policy	858 371 901 383 
and	906 371 934 381 
the	940 371 964 381 
to	80 357 95 366 
have	101 356 137 366 
been	143 356 179 366 
accepted	185 356 252 369 
by	258 357 276 368 
you.	281 358 313 368 
policy	81 384 124 396 
shall	129 384 163 393 
be	169 384 188 393 
void	194 384 225 394 
abinitio	231 383 286 394 
(from	292 383 333 396 
inception).	339 383 419 396 
THE	80 402 115 412 
